,Email Text,Email Type
830,"Hi Drew, please find the attached report for this month's performance review.",Safe Email
831,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
832,"Hi Alex, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
833,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
834,"Hi Jordan, please find the attached report for this month's performance review.",Safe Email
835,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
836,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
837,"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
838,"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
839,"Hi Jane, please find the attached report for this month's performance review.",Safe Email
840,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
841,"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
842,"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
843,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
844,"Hi Drew, please find the attached report for this month's performance review.",Safe Email
845,"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",Safe Email
846,You have a new secure message from your bank. Click here to read it.,Phishing Email
847,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
848,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
849,"Dear Alex, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
850,"Hi Taylor, please find the attached report for this month's performance review.",Safe Email
851,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
852,"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
853,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
854,You have a new secure message from your bank. Click here to read it.,Phishing Email
855,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
856,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
857,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
858,"Hi Chris, please find the attached report for this month's performance review.",Safe Email
859,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
860,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
861,"Hi John, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
862,"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
863,"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
864,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
865,"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
866,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
867,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
868,"Dear Sam, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
869,"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
870,"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
871,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
872,"Hello Jordan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
873,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
874,"Hi Jordan, please find the attached report for this month's performance review.",Safe Email
875,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
876,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
877,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
878,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
